Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,sustain_app__ConsumptionReport__c,sustain_app__EnergyConsumption__c,sustain_app__EUR_Is_Locked__c,sustain_app__Is_Locked__c,sustain_app__UniqueInventoryId__c
a031h000002p8lUAAQ,,CFR-000000444,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUacEAG,,,a041h000006OxObAAKa0C1h000004RUacEAG
a031h000002p8lVAAQ,,CFR-000000445,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUadEAG,,,a041h000006OxObAAKa0C1h000004RUadEAG
a031h000002p8lWAAQ,,CFR-000000446,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUaeEAG,,,a041h000006OxObAAKa0C1h000004RUaeEAG
a031h000002p8lXAAQ,,CFR-000000447,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUafEAG,,,a041h000006OxObAAKa0C1h000004RUafEAG
a031h000002p8lYAAQ,,CFR-000000448,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUagEAG,,,a041h000006OxObAAKa0C1h000004RUagEAG
a031h000002p8lZAAQ,,CFR-000000449,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUahEAG,,,a041h000006OxObAAKa0C1h000004RUahEAG
a031h000002p8laAAA,,CFR-000000450,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUaiEAG,,,a041h000006OxObAAKa0C1h000004RUaiEAG
a031h000002p8lbAAA,,CFR-000000451,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUajEAG,,,a041h000006OxObAAKa0C1h000004RUajEAG
a031h000002p8lcAAA,,CFR-000000452,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUakEAG,,,a041h000006OxObAAKa0C1h000004RUakEAG
a031h000002p8ldAAA,,CFR-000000453,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUalEAG,,,a041h000006OxObAAKa0C1h000004RUalEAG
a031h000002p8leAAA,,CFR-000000454,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUamEAG,,,a041h000006OxObAAKa0C1h000004RUamEAG
a031h000002p8lfAAA,,CFR-000000455,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUanEAG,,,a041h000006OxObAAKa0C1h000004RUanEAG
a031h000002p8lgAAA,,CFR-000000456,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUaoEAG,,,a041h000006OxObAAKa0C1h000004RUaoEAG
a031h000002p8lhAAA,,CFR-000000457,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUapEAG,,,a041h000006OxObAAKa0C1h000004RUapEAG
a031h000002p8liAAA,,CFR-000000458,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUaqEAG,,,a041h000006OxObAAKa0C1h000004RUaqEAG
a031h000002p8ljAAA,,CFR-000000459,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUarEAG,,,a041h000006OxObAAKa0C1h000004RUarEAG
a031h000002p8lkAAA,,CFR-000000460,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUasEAG,,,a041h000006OxObAAKa0C1h000004RUasEAG
a031h000002p8llAAA,,CFR-000000461,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUatEAG,,,a041h000006OxObAAKa0C1h000004RUatEAG
a031h000002p8lmAAA,,CFR-000000462,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUauEAG,,,a041h000006OxObAAKa0C1h000004RUauEAG
a031h000002p8lnAAA,,CFR-000000463,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUavEAG,,,a041h000006OxObAAKa0C1h000004RUavEAG
a031h000002p8loAAA,,CFR-000000464,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUawEAG,,,a041h000006OxObAAKa0C1h000004RUawEAG
a031h000002p8lpAAA,,CFR-000000465,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUaxEAG,,,a041h000006OxObAAKa0C1h000004RUaxEAG
a031h000002p8lqAAA,,CFR-000000466,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUayEAG,,,a041h000006OxObAAKa0C1h000004RUayEAG
a031h000002p8lrAAA,,CFR-000000467,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUazEAG,,,a041h000006OxObAAKa0C1h000004RUazEAG
a031h000002p8lsAAA,,CFR-000000468,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb0EAG,,,a041h000006OxObAAKa0C1h000004RUb0EAG
a031h000002p8ltAAA,,CFR-000000469,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb1EAG,,,a041h000006OxObAAKa0C1h000004RUb1EAG
a031h000002p8luAAA,,CFR-000000470,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb2EAG,,,a041h000006OxObAAKa0C1h000004RUb2EAG
a031h000002p8lvAAA,,CFR-000000471,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb3EAG,,,a041h000006OxObAAKa0C1h000004RUb3EAG
a031h000002p8lwAAA,,CFR-000000472,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb4EAG,,,a041h000006OxObAAKa0C1h000004RUb4EAG
a031h000002p8lxAAA,,CFR-000000473,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb5EAG,,,a041h000006OxObAAKa0C1h000004RUb5EAG
a031h000002p8lyAAA,,CFR-000000474,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb6EAG,,,a041h000006OxObAAKa0C1h000004RUb6EAG
a031h000002p8lzAAA,,CFR-000000475,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb7EAG,,,a041h000006OxObAAKa0C1h000004RUb7EAG
a031h000002p8m0AAA,,CFR-000000476,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb8EAG,,,a041h000006OxObAAKa0C1h000004RUb8EAG
a031h000002p8m1AAA,,CFR-000000477,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUb9EAG,,,a041h000006OxObAAKa0C1h000004RUb9EAG
a031h000002p8m2AAA,,CFR-000000478,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbAEAW,,,a041h000006OxObAAKa0C1h000004RUbAEAW
a031h000002p8m3AAA,,CFR-000000479,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbBEAW,,,a041h000006OxObAAKa0C1h000004RUbBEAW
a031h000002p8m4AAA,,CFR-000000480,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbCEAW,,,a041h000006OxObAAKa0C1h000004RUbCEAW
a031h000002p8m5AAA,,CFR-000000481,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbDEAW,,,a041h000006OxObAAKa0C1h000004RUbDEAW
a031h000002p8m6AAA,,CFR-000000482,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbEEAW,,,a041h000006OxObAAKa0C1h000004RUbEEAW
a031h000002p8m7AAA,,CFR-000000483,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbFEAW,,,a041h000006OxObAAKa0C1h000004RUbFEAW
a031h000002p8m8AAA,,CFR-000000484,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbGEAW,,,a041h000006OxObAAKa0C1h000004RUbGEAW
a031h000002p8m9AAA,,CFR-000000485,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbHEAW,,,a041h000006OxObAAKa0C1h000004RUbHEAW
a031h000002p8mAAAQ,,CFR-000000486,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbIEAW,,,a041h000006OxObAAKa0C1h000004RUbIEAW
a031h000002p8mBAAQ,,CFR-000000487,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbJEAW,,,a041h000006OxObAAKa0C1h000004RUbJEAW
a031h000002p8mCAAQ,,CFR-000000488,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbKEAW,,,a041h000006OxObAAKa0C1h000004RUbKEAW
a031h000002p8mDAAQ,,CFR-000000489,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbLEAW,,,a041h000006OxObAAKa0C1h000004RUbLEAW
a031h000002p8mEAAQ,,CFR-000000490,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbMEAW,,,a041h000006OxObAAKa0C1h000004RUbMEAW
a031h000002p8mFAAQ,,CFR-000000491,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbNEAW,,,a041h000006OxObAAKa0C1h000004RUbNEAW
a031h000002p8mGAAQ,,CFR-000000492,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbOEAW,,,a041h000006OxObAAKa0C1h000004RUbOEAW
a031h000002p8mHAAQ,,CFR-000000493,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbPEAW,,,a041h000006OxObAAKa0C1h000004RUbPEAW
a031h000002p8mIAAQ,,CFR-000000494,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbQEAW,,,a041h000006OxObAAKa0C1h000004RUbQEAW
a031h000002p8mJAAQ,,CFR-000000495,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbREAW,,,a041h000006OxObAAKa0C1h000004RUbREAW
a031h000002p8mKAAQ,,CFR-000000496,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbSEAW,,,a041h000006OxObAAKa0C1h000004RUbSEAW
a031h000002p8mLAAQ,,CFR-000000497,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbTEAW,,,a041h000006OxObAAKa0C1h000004RUbTEAW
a031h000002p8mMAAQ,,CFR-000000498,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbUEAW,,,a041h000006OxObAAKa0C1h000004RUbUEAW
a031h000002p8mNAAQ,,CFR-000000499,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbVEAW,,,a041h000006OxObAAKa0C1h000004RUbVEAW
a031h000002p8mOAAQ,,CFR-000000500,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbWEAW,,,a041h000006OxObAAKa0C1h000004RUbWEAW
a031h000002p8mPAAQ,,CFR-000000501,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbXEAW,,,a041h000006OxObAAKa0C1h000004RUbXEAW
a031h000002p8mQAAQ,,CFR-000000502,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbYEAW,,,a041h000006OxObAAKa0C1h000004RUbYEAW
a031h000002p8mRAAQ,,CFR-000000503,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbZEAW,,,a041h000006OxObAAKa0C1h000004RUbZEAW
a031h000002p8mSAAQ,,CFR-000000504,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbaEAG,,,a041h000006OxObAAKa0C1h000004RUbaEAG
a031h000002p8mTAAQ,,CFR-000000505,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbbEAG,,,a041h000006OxObAAKa0C1h000004RUbbEAG
a031h000002p8mUAAQ,,CFR-000000506,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbcEAG,,,a041h000006OxObAAKa0C1h000004RUbcEAG
a031h000002p8mVAAQ,,CFR-000000507,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbdEAG,,,a041h000006OxObAAKa0C1h000004RUbdEAG
a031h000002p8mWAAQ,,CFR-000000508,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbeEAG,,,a041h000006OxObAAKa0C1h000004RUbeEAG
a031h000002p8mXAAQ,,CFR-000000509,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbfEAG,,,a041h000006OxObAAKa0C1h000004RUbfEAG
a031h000002p8mYAAQ,,CFR-000000510,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbgEAG,,,a041h000006OxObAAKa0C1h000004RUbgEAG
a031h000002p8mZAAQ,,CFR-000000511,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbhEAG,,,a041h000006OxObAAKa0C1h000004RUbhEAG
a031h000002p8maAAA,,CFR-000000512,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbiEAG,,,a041h000006OxObAAKa0C1h000004RUbiEAG
a031h000002p8mbAAA,,CFR-000000513,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbjEAG,,,a041h000006OxObAAKa0C1h000004RUbjEAG
a031h000002p8mcAAA,,CFR-000000514,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbkEAG,,,a041h000006OxObAAKa0C1h000004RUbkEAG
a031h000002p8mdAAA,,CFR-000000515,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUblEAG,,,a041h000006OxObAAKa0C1h000004RUblEAG
a031h000002p8meAAA,,CFR-000000516,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbmEAG,,,a041h000006OxObAAKa0C1h000004RUbmEAG
a031h000002p8mfAAA,,CFR-000000517,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbnEAG,,,a041h000006OxObAAKa0C1h000004RUbnEAG
a031h000002p8mgAAA,,CFR-000000518,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUboEAG,,,a041h000006OxObAAKa0C1h000004RUboEAG
a031h000002p8mhAAA,,CFR-000000519,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbpEAG,,,a041h000006OxObAAKa0C1h000004RUbpEAG
a031h000002p8miAAA,,CFR-000000520,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbqEAG,,,a041h000006OxObAAKa0C1h000004RUbqEAG
a031h000002p8mjAAA,,CFR-000000521,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbrEAG,,,a041h000006OxObAAKa0C1h000004RUbrEAG
a031h000002p8mkAAA,,CFR-000000522,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbsEAG,,,a041h000006OxObAAKa0C1h000004RUbsEAG
a031h000002p8mlAAA,,CFR-000000523,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbtEAG,,,a041h000006OxObAAKa0C1h000004RUbtEAG
a031h000002p8mmAAA,,CFR-000000524,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbuEAG,,,a041h000006OxObAAKa0C1h000004RUbuEAG
a031h000002p8mnAAA,,CFR-000000525,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbvEAG,,,a041h000006OxObAAKa0C1h000004RUbvEAG
a031h000002p8moAAA,,CFR-000000526,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbwEAG,,,a041h000006OxObAAKa0C1h000004RUbwEAG
a031h000002p8mpAAA,,CFR-000000527,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbxEAG,,,a041h000006OxObAAKa0C1h000004RUbxEAG
a031h000002p8mqAAA,,CFR-000000528,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbyEAG,,,a041h000006OxObAAKa0C1h000004RUbyEAG
a031h000002p8mrAAA,,CFR-000000529,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUbzEAG,,,a041h000006OxObAAKa0C1h000004RUbzEAG
a031h000002p8msAAA,,CFR-000000530,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUc0EAG,,,a041h000006OxObAAKa0C1h000004RUc0EAG
a031h000002p8mtAAA,,CFR-000000531,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:55.000+0000,a041h000006OxObAAK,a0C1h000004RUc1EAG,,,a041h000006OxObAAKa0C1h000004RUc1EAG
