Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Taxi_Limousine_Rate_Mile__c,sustain_app__AMER_Train_Rate_Mile__c,sustain_app__APAC_Taxi_Limousine_Rate_Mile__c,sustain_app__APAC_Train_Rate_Mile__c,sustain_app__Calendar_Year__c,sustain_app__Company_Shuttle__c,sustain_app__Currency__c,sustain_app__Data_Source__c,sustain_app__Description__c,sustain_app__Distance_Unit__c,sustain_app__EMEA_Taxi_Limousine_Rate_Mile__c,sustain_app__EMEA_Train_Rate_Mile__c,sustain_app__EconomicSectorCategory__c,sustain_app__EconomicSectorCode__c,sustain_app__EconomicSector__c,sustain_app__EmissionFactorScope3Dataset__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Emission_Factors_Other__c,sustain_app__Fuel_Efficiency_Unit__c,sustain_app__Fuel_Efficiency_Value__c,sustain_app__Fuel_Efficiency_Value_mpg__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GhgScope3Category__c,sustain_app__HS_Australia__c,sustain_app__HS_Austria__c,sustain_app__HS_Canada__c,sustain_app__HS_Caribbean_Region__c,sustain_app__HS_China_Hong_Kong__c,sustain_app__HS_China__c,sustain_app__HS_France__c,sustain_app__HS_Germany_Southern_Region__c,sustain_app__HS_Germany__c,sustain_app__HS_India__c,sustain_app__HS_Indonesia__c,sustain_app__HS_International__c,sustain_app__HS_Japan__c,sustain_app__HS_Malaysia__c,sustain_app__HS_Mexico__c,sustain_app__HS_Russian_Federation__c,sustain_app__HS_Saudi_Arabia__c,sustain_app__HS_Singapore__c,sustain_app__HS_South_Korea__c,sustain_app__HS_Spain__c,sustain_app__HS_Switzerland__c,sustain_app__HS_Thailand__c,sustain_app__HS_Turkey__c,sustain_app__HS_UK_London__c,sustain_app__HS_UK_Other__c,sustain_app__HS_Vietnam__c,sustain_app__Hotel_Stay_Factor__c,sustain_app__Hotel_Stay__c,sustain_app__Maximum_Flight_Length_Medium_Haul__c,sustain_app__Maximum_Flight_Length_Short_Haul__c,sustain_app__Minimum_Flight_Length_Long_Haul__c,sustain_app__Personal_Car_DEFRA__c,sustain_app__Personal_Car_EPA__c,sustain_app__Personal_Car_kg_CO2e_per_Distance__c,sustain_app__Personal_Car_kg_CO2e_per_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gCH4_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gN2O_Mile__c,sustain_app__Taxi_Limo_Rate_Cost_per_Distance__c,sustain_app__Taxi_Limo_Rate_Cost_per_Mile__c,sustain_app__Taxi_Limo_kg_CO2e_per_Distance__c,sustain_app__Taxi_Limo_kg_CO2e_per_Mile__c,sustain_app__Taxi_Limousine_DEFRA__c,sustain_app__Taxi_Limousine_EPA__c,sustain_app__Total_tCO2e_per_Million__c,sustain_app__Train_DEFRA__c,sustain_app__Train_EPA__c,sustain_app__Train_Rate_Cost_per_Distance__c,sustain_app__Train_Rate_Cost_per_Mile__c,sustain_app__Train_kg_CO2e_per_Distance__c,sustain_app__Train_kg_CO2e_per_Mile__c,sustain_app__kgCO2_Pass_Km_Long_Haul__c,sustain_app__kgCO2_Pass_Km_Medium_Haul__c,sustain_app__kgCO2_Pass_Km_Short_Haul__c,sustain_app__kgCO2_Pass_Mile_Long_Haul__c,sustain_app__kgCO2_Pass_Mile_Medium_Haul__c,sustain_app__kgCO2_Pass_Mile_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Short_Haul__c
a0B1h000003NMZHEA4,0051h0000064LyPAAU,,"Ammunition, arms, ordnance, and accessories manufacturing",0121h000001lj5VAAQ,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,,,,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Fabricated metal products,33299A,"Ammunition, arms, ordnance, and accessories manufacturing",a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,10.45717378,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc1EAG,0051h0000064LyPAAU,,Plastics material and resin manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325211,Plastics material and resin manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,281.2137305,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc2EAG,0051h0000064LyPAAU,,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,291.2465435,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc3EAG,0051h0000064LyPAAU,,Fertilizer manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325310,Fertilizer manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,1013.353101,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc4EAG,0051h0000064LyPAAU,,Pesticide and other agricultural chemical manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325320,Pesticide and other agricultural chemical manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,104.7736408,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc5EAG,0051h0000064LyPAAU,,Medicinal and botanical manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325411,Medicinal and botanical manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,60.05742143,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc6EAG,0051h0000064LyPAAU,,Pharmaceutical preparation manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325412,Pharmaceutical preparation manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,11.83352352,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc7EAG,0051h0000064LyPAAU,,In-vitro diagnostic substance manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325413,In-vitro diagnostic substance manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,15.6853406,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc8EAG,0051h0000064LyPAAU,,Biological product (except diagnostic) manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325414,Biological product (except diagnostic) manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,34.95508516,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMc9EAG,0051h0000064LyPAAU,,Paint and coating manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325510,Paint and coating manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,95.35700741,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMcAEAW,0051h0000064LyPAAU,,Adhesive manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325520,Adhesive manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,314.1415002,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMcBEAW,0051h0000064LyPAAU,,Soap and cleaning compound manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:42.000+0000,2021-03-29T19:38:42.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Chemical products,325610,Soap and cleaning compound manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,198.9666371,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe0EAG,0051h0000064LyPAAU,,Death care services,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",812200,Death care services,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,9.110558258,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe1EAG,0051h0000064LyPAAU,,Dry-cleaning and laundry services,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",812300,Dry-cleaning and laundry services,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,74.99029071,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe2EAG,0051h0000064LyPAAU,,Other personal services,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",812900,Other personal services,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,3.741011126,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe3EAG,0051h0000064LyPAAU,,Religious organizations,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",813100,Religious organizations,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,12.20117375,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe4EAG,0051h0000064LyPAAU,,"Grantmaking, giving, and social advocacy organizations",0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",813A00,"Grantmaking, giving, and social advocacy organizations",a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,1.478386629,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe5EAG,0051h0000064LyPAAU,,"Civic, social, professional, and similar organizations",0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",813B00,"Civic, social, professional, and similar organizations",a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,15.52672847,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe6EAG,0051h0000064LyPAAU,,Private households,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,"Other services, except government",814000,Private households,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe7EAG,0051h0000064LyPAAU,,Federal general government (defense),0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Federal general government,S00500,Federal general government (defense),a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,32.1464457,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe8EAG,0051h0000064LyPAAU,,Federal general government (nondefense),0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Federal general government,S00600,Federal general government (nondefense),a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,7.798884284,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMe9EAG,0051h0000064LyPAAU,,Postal service,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Federal government enterprises,491000,Postal service,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,36.11627051,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMeAEAW,0051h0000064LyPAAU,,Federal electric utilities,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Federal government enterprises,S00101,Federal electric utilities,a0A1h000006ZJvvEAG,,,,,,,,FuelEnergyRelated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,5554.809938,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMeBEAW,0051h0000064LyPAAU,,Other federal government enterprises,0121h000001lj5VAAQ,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:42.000+0000,,2021-03-29T19:38:43.000+0000,2021-03-29T19:38:43.000+0000,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Federal government enterprises,S00102,Other federal government enterprises,a0A1h000006ZJvvEAG,,,,,,,,PurchasedGoodsServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,35.13887269,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMZIEA4,0051h0000064LyPAAU,,Fabricated pipe and pipe fitting manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,,,,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Fabricated metal products,332996,Fabricated pipe and pipe fitting manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,19.36184452,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMZJEA4,0051h0000064LyPAAU,,Other fabricated metal manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,,,,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Fabricated metal products,33299B,Other fabricated metal manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,22.44270859,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMZKEA4,0051h0000064LyPAAU,,Farm machinery and equipment manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,,,,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Machinery,333111,Farm machinery and equipment manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,7.447826131,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMZLEA4,0051h0000064LyPAAU,,Lawn and garden equipment manufacturing,0121h000001lj5VAAQ,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,0051h0000064LyPAAU,2021-03-29T19:38:40.000+0000,,,,,,,,2013,,USD,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Kilometers,,,Machinery,333112,Lawn and garden equipment manufacturing,a0A1h000006ZJvvEAG,,,,,,,,CapitalGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,10.85121473,,,,0,,0,,,,,,,,,,,,,,,,,,
